source,destination,distance
City658,City282,442
City381,City480,4
City478,City170,86
City448,City253,526
City831,City480,975
City625,City374,732
City162,City106,65
City25,City877,848
City214,City929,488
City932,City312,508
City782,City989,870
City222,City248,927
City59,City292,191
City54,City959,936
City352,City546,295
City771,City581,797
City198,City391,833
City606,City567,290
City637,City606,752
City310,City667,264
City525,City625,590
City510,City22,888
City204,City150,783
City755,City330,939
City378,City680,698
City568,City83,215
City470,City54,77
City288,City233,958
City816,City213,826
City899,City24,274
City701,City523,671
City42,City493,725
City311,City804,204
City405,City682,269
City152,City699,480
City878,City772,705
City684,City582,416
City603,City292,331
City830,City488,35
City791,City284,622
City693,City589,365
City917,City823,842
City382,City637,654
City364,City44,534
City975,City804,559
City644,City692,894
City135,City460,499
City822,City946,872
City898,City611,220
City602,City616,908
City756,City302,546
City544,City773,746
City794,City242,458
City12,City43,29
City863,City698,592
City894,City965,949
City475,City1,568
City141,City862,28
City367,City141,640
City808,City184,758
City532,City957,661
City586,City172,333
City943,City351,286
City193,City541,404
City832,City407,825
City439,City821,453
City35,City339,281
City189,City838,128
City116,City438,368
City173,City544,542
City111,City183,661
City221,City981,539
City340,City375,197
City209,City588,842
City707,City517,47
City132,City677,566
City970,City421,827
City896,City334,971
City359,City976,874
City404,City81,591
City633,City40,309
City338,City749,831
City499,City208,305
City524,City511,841
City692,City34,35
City251,City452,780
City13,City504,339
City953,City124,612
City121,City20,52
City474,City869,633
City289,City748,336
City300,City393,516
City112,City383,7
City212,City900,790
City159,City9,610
City17,City282,615
City102,City338,665
City127,City920,179
City636,City227,420
City212,City50,959
City564,City295,574
City84,City94,989
City303,City382,233
City2,City164,436
City481,City55,26
City675,City689,197
City608,City638,398
City785,City339,91
City807,City207,674
City207,City884,455
City735,City253,959
City497,City9,714
City201,City123,299
City680,City542,615
City539,City907,129
City370,City207,403
City686,City151,633
City918,City198,507
City844,City454,532
City704,City241,458
City768,City941,260
City31,City562,209
City928,City958,190
City802,City668,164
City39,City419,234
City341,City492,362
City939,City648,926
City9,City128,779
City563,City137,153
City23,City256,201
City830,City426,291
City71,City560,578
City619,City170,306
City582,City465,369
City82,City893,988
City685,City305,410
City143,City667,213
City644,City997,574
City651,City432,279
City45,City866,774
City214,City251,993
City948,City884,187
City133,City930,677
City98,City212,963
City587,City338,446
City335,City382,925
City904,City225,724
City227,City806,818
City721,City731,860
City348,City875,61
City490,City483,93
City38,City466,789
City638,City245,639
City395,City637,746
City860,City871,524
City581,City438,998
City254,City894,85
City1,City767,328
City140,City617,984
City577,City622,702
City79,City354,394
City398,City363,961
City556,City521,907
City54,City352,440
City745,City167,5
City629,City420,991
City20,City966,150
City649,City428,843
City972,City938,324
City644,City908,924
City509,City527,216
City943,City599,59
City257,City106,630
City560,City402,384
City382,City214,604
City619,City735,193
City494,City481,676
City28,City669,669
City841,City358,164
City266,City480,889
City448,City147,464
City559,City811,285
City163,City183,675
City662,City67,310
City782,City118,992
City241,City700,219
City112,City654,56
City452,City99,147
City284,City739,394
City710,City145,109
City396,City827,520
City6,City765,188
City712,City197,843
City123,City132,295
City366,City138,344
City263,City27,300
City469,City380,445
City705,City481,35
City325,City569,196
City839,City950,788
City763,City335,670
City394,City702,195
City138,City346,474
City816,City705,666
City59,City690,93
City166,City386,257
City85,City797,784
City790,City810,591
City559,City159,220
City274,City145,958
City671,City468,704
City88,City128,939
City41,City761,286
City288,City30,180
City95,City506,78
City856,City752,743
City576,City445,607
City496,City753,703
City308,City468,236
City539,City239,574
City864,City307,800
City125,City137,688
City487,City20,576
City773,City651,594
City669,City799,951
City416,City299,225
City901,City598,1
City255,City946,30
City955,City944,769
City354,City655,812
City807,City387,803
City779,City370,894
City953,City97,727
City128,City905,325
City791,City403,921
City608,City685,352
City83,City219,750
City60,City203,626
City29,City184,348
City861,City363,920
City430,City956,968
City501,City637,570
City936,City165,505
City240,City78,719
City348,City422,823
City153,City743,652
City756,City152,223
City662,City941,148
City763,City534,162
City949,City705,274
City193,City293,616
City252,City186,222
City66,City374,654
City54,City803,695
City440,City713,108
City203,City345,512
City674,City140,274
City328,City35,130
City214,City621,618
City37,City927,758
City842,City413,534
City19,City404,698
City849,City583,488
City17,City494,446
City563,City763,809
City863,City585,659
City517,City30,656
City702,City514,265
City352,City729,610
City455,City68,711
City267,City379,437
City749,City938,104
City417,City953,589
City167,City340,8
City74,City59,577
City422,City33,190
City805,City369,730
City476,City976,374
City261,City349,784
City29,City637,656
City676,City65,591
City395,City611,639
City317,City568,918
City392,City409,257
City808,City59,145
City40,City193,337
City183,City854,79
City886,City305,926
City622,City709,716
City79,City953,571
City42,City385,379
City606,City425,317
City957,City937,10
City1,City701,864
City613,City402,431
City394,City219,472
City47,City937,371
City815,City790,564
City347,City951,438
City145,City23,31
City899,City158,114
City973,City394,318
City877,City697,963
City988,City960,765
City669,City319,397
City170,City31,127
City630,City653,308
City711,City510,148
City67,City44,277
City595,City956,251
City967,City325,69
City933,City822,872
City112,City948,487
City105,City24,188
City653,City2,345
City757,City755,464
City215,City67,372
City442,City737,346
City929,City610,974
City400,City60,826
City850,City426,984
City521,City258,72
City999,City16,913
City435,City279,236
City405,City30,835
City551,City760,252
City905,City233,736
City149,City432,405
City230,City926,451
City171,City660,168
City191,City255,119
City916,City478,582
City460,City499,577
City320,City423,516
City746,City504,311
City817,City33,44
City90,City737,609
City231,City288,649
City166,City675,38
City550,City258,640
City121,City186,230
City193,City246,430
City243,City491,251
City141,City883,864
City369,City827,803
City881,City310,922
City788,City601,457
City285,City876,702
City233,City350,700
City575,City152,645
City582,City227,353
City440,City1,122
City739,City433,546
City254,City525,869
City659,City529,390
City564,City80,979
City637,City720,518
City377,City257,270
City229,City438,437
City864,City170,451
City49,City659,120
City326,City911,675
City499,City256,191
City991,City416,769
City823,City759,764
City918,City99,138
City880,City794,253
City916,City918,691
City442,City755,743
City723,City912,344
City574,City5,672
City409,City773,198
City800,City172,170
City28,City490,791
City768,City459,469
City892,City8,854
City135,City978,269
City875,City262,443
City77,City975,485
City127,City534,815
City708,City133,829
City120,City362,28
City994,City785,187
City656,City116,950
City351,City201,437
City968,City322,509
City545,City39,625
City845,City600,305
City727,City428,750
City700,City436,324
City148,City240,847
City185,City488,891
City526,City792,285
City136,City802,712
City806,City778,313
City478,City639,418
City773,City49,626
City136,City737,921
City894,City645,672
City811,City420,940
City468,City792,921
City149,City232,397
City705,City10,733
City198,City946,759
City570,City113,800
City297,City549,257
City763,City15,5
City355,City915,716
City459,City663,386
City832,City679,543
City894,City593,76
City381,City671,517
City81,City105,103
City943,City666,139
City323,City997,850
City648,City308,266
City615,City522,890
City855,City139,40
City918,City901,402
City629,City690,822
City589,City900,400
City889,City673,105
City468,City195,228
City866,City446,595
City775,City180,696
City334,City857,562
City856,City457,901
City232,City266,806
City681,City791,638
City925,City97,625
City569,City395,145
City843,City955,576
City76,City627,308
City618,City371,350
City747,City447,829
City588,City597,360
City623,City144,814
City583,City104,422
City933,City474,53
City15,City420,879
City546,City275,831
City177,City634,363
City363,City221,489
City450,City218,57
City778,City288,246
City232,City890,798
City675,City992,304
City987,City454,404
City810,City303,136
City16,City863,714
City817,City458,524
City161,City122,221
City31,City635,46
City23,City571,954
City974,City482,976
City188,City120,840
City294,City593,619
City271,City230,823
City474,City356,997
City250,City962,572
City966,City503,402
City621,City963,583
City334,City419,472
City793,City408,110
City60,City473,716
City732,City349,677
City758,City468,641
City36,City559,137
City335,City330,793
City13,City632,230
City705,City134,329
City952,City795,112
City278,City478,213
City413,City480,954
City559,City199,643
City171,City75,164
City702,City235,50
City43,City217,362
City835,City790,150
City914,City232,55
City658,City514,729
City887,City829,985
City409,City680,356
City107,City748,963
City951,City454,773
City23,City91,283
City98,City23,681
City737,City46,424
City186,City770,442
City704,City264,985
City208,City189,584
City730,City587,439
City391,City574,717
City17,City367,883
City16,City494,628
City204,City907,249
City166,City824,937
City859,City969,30
City156,City172,80
City15,City895,53
City645,City6,566
City265,City66,619
City539,City231,953
City544,City782,461
City106,City42,693
City335,City432,45
City101,City751,864
City760,City933,503
City415,City128,828
City434,City639,929
City558,City382,672
City776,City580,897
City253,City952,958
City743,City812,135
City596,City283,465
City812,City683,370
City881,City764,246
City618,City505,801
City761,City921,856
City11,City477,224
City937,City861,642
City625,City551,647
City42,City283,947
City118,City585,196
City940,City550,328
City86,City834,515
City564,City486,846
City290,City177,883
City944,City5,496
City627,City980,486
City411,City147,728
City859,City425,831
City881,City104,632
City674,City599,343
City945,City550,838
City154,City674,738
City410,City889,240
City252,City788,43
City696,City240,455
City661,City582,458
City747,City625,144
City941,City740,301
City823,City238,519
City977,City824,755
City97,City838,909
City270,City276,289
City325,City595,821
City644,City638,622
City30,City168,513
City487,City847,892
City248,City591,794
City942,City510,999
City2,City445,250
City787,City272,449
City482,City702,11
City515,City624,191
City275,City806,339
City945,City409,496
City724,City288,867
City503,City424,328
City287,City670,640
City84,City694,348
City673,City88,111
City353,City771,727
City676,City510,114
City491,City427,747
City918,City606,43
City888,City185,848
City298,City138,454
City260,City256,670
City425,City922,120
City717,City628,897
City581,City67,641
City201,City151,869
City94,City932,695
City723,City890,558
City459,City513,753
City997,City906,245
City941,City527,5
City62,City581,677
City557,City887,653
City571,City545,540
City175,City59,183
City514,City320,467
City120,City632,988
City844,City22,832
City239,City806,154
City682,City858,651
City253,City664,794
City39,City813,456
City15,City215,498
City532,City956,29
City209,City566,568
City876,City451,755
City38,City621,132
City926,City624,291
City307,City663,427
City339,City773,404
City361,City536,332
City90,City413,695
City685,City496,147
City498,City464,526
City614,City839,778
City115,City25,671
City848,City88,131
City894,City509,174
City435,City691,601
City286,City602,508
City229,City809,742
City801,City151,463
City465,City945,298
City307,City305,77
City747,City707,975
City566,City296,398
City134,City690,199
City966,City98,633
City481,City261,731
City445,City538,148
City853,City848,813
City519,City892,121
City736,City140,601
City726,City193,778
City828,City365,540
City406,City860,901
City954,City264,731
City751,City71,700
City719,City314,856
City292,City591,116
City153,City884,949
City606,City939,356
City923,City835,47
City909,City557,146
City156,City146,372
City779,City6,886
City769,City690,179
City333,City812,111
City983,City256,696
City529,City295,479
City508,City388,378
City482,City599,248
City494,City776,864
City384,City875,649
City773,City953,880
City638,City239,998
City256,City353,734
City968,City856,510
City622,City410,41
City890,City756,396
City552,City844,847
City680,City778,190
City608,City668,158
City730,City404,5
City651,City956,12
City102,City460,592
City605,City819,674
City43,City241,784
City113,City466,19
City378,City691,373
City951,City192,306
City81,City382,665
City603,City829,546
City697,City756,322
City227,City753,633
City165,City623,598
City395,City658,244
City980,City301,898
City219,City941,784
City310,City71,570
City1000,City739,275
City574,City972,110
City861,City551,211
City522,City154,525
City618,City576,73
City430,City115,15
City50,City92,697
City677,City99,728
City126,City340,49
City561,City429,227
City1000,City355,393
City433,City234,661
City333,City513,33
City888,City76,326
City586,City932,814
City343,City898,709
City491,City405,744
City210,City47,537
City871,City230,354
City866,City590,327
City483,City492,117
City228,City496,525
City493,City298,902
City145,City158,966
City803,City586,323
City594,City215,823
City135,City19,988
City464,City793,659
City856,City426,444
City619,City199,958
City518,City559,53
City800,City669,625
City476,City76,260
City637,City179,994
City766,City620,586
City785,City708,937
City514,City651,669
City80,City487,804
City747,City801,884
City276,City430,210
City897,City244,247
City642,City914,293
City659,City122,151
City955,City154,246
City275,City473,820
City823,City110,759
City607,City350,829
City307,City325,875
City832,City753,653
City899,City443,238
City970,City633,708
City444,City771,870
City580,City982,526
City85,City268,55
City712,City724,24
City231,City328,647
City838,City895,418
City321,City881,144
City801,City667,190
City669,City568,685
City558,City994,830
City627,City100,280
City568,City846,323
City740,City247,565
City615,City540,691
City19,City538,910
City278,City545,710
City575,City171,625
City898,City671,537
City397,City884,1000
City451,City609,617
City786,City144,577
City228,City963,399
City106,City912,941
City134,City485,762
City414,City479,390
City66,City678,432
City892,City367,330
City629,City232,77
City950,City356,7
City654,City952,269
City2,City970,207
City420,City5,500
City57,City853,708
City644,City172,730
City560,City290,140
City4,City545,389
City699,City356,550
City381,City926,847
City246,City986,716
City577,City169,909
City781,City276,758
City804,City726,1
City764,City125,973
City743,City235,199
City329,City891,533
City820,City780,397
City108,City658,594
City734,City393,19
City406,City533,786
City537,City906,357
City400,City508,851
City567,City999,154
City724,City593,98
City357,City232,402
City141,City658,307
City919,City48,941
City952,City763,821
City839,City956,427
City116,City291,345
City30,City917,983
City798,City700,112
City436,City766,435
City862,City756,676
City235,City686,480
City677,City712,104
City584,City285,109
City12,City423,343
City338,City59,676
City127,City322,659
City825,City541,746
City634,City636,423
City53,City448,76
City144,City554,172
City137,City746,567
City316,City74,686
City977,City161,703
City71,City754,370
City716,City322,880
City71,City755,777
City302,City291,189
City343,City137,411
City764,City911,9
City716,City648,949
City226,City257,644
City33,City604,827
City512,City423,134
City759,City896,699
City698,City218,494
City870,City751,583
City733,City435,251
City128,City973,16
City558,City857,429
City68,City804,42
City803,City443,45
City572,City859,960
City951,City557,694
City187,City337,156
City824,City707,906
City394,City698,449
City162,City669,412
City594,City139,324
City107,City369,338
City572,City680,101
City973,City743,706
City193,City799,825
City256,City435,554
City572,City893,915
City809,City907,113
City695,City945,131
City894,City731,636
City301,City812,310
City777,City976,369
City937,City427,555
City785,City952,916
City120,City373,363
City134,City428,867
City990,City966,355
City906,City619,670
City186,City470,963
City587,City231,582
City852,City120,33
City274,City987,203
City259,City673,834
City683,City75,636
City817,City161,232
City640,City897,941
City473,City136,693
City437,City385,483
City898,City124,494
City29,City607,202
City648,City380,447
City5,City887,898
City483,City836,237
City321,City181,708
City698,City960,272
City81,City627,707
City194,City83,388
City666,City872,187
City8,City355,473
City592,City140,572
City538,City63,795
City701,City963,57
City465,City654,617
City596,City1000,514
City103,City311,219
City292,City974,772
City587,City766,452
City842,City959,817
City254,City712,928
City114,City402,351
City591,City365,750
City406,City554,967
City491,City340,236
City79,City236,126
City1000,City30,321
City597,City829,863
City217,City231,187
City988,City414,872
City116,City583,690
City909,City61,418
City88,City652,603
City84,City462,571
City251,City753,454
City916,City210,884
City339,City858,187
City643,City464,916
City631,City256,676
City850,City582,543
City266,City136,811
City800,City245,414
City302,City675,201
City113,City12,907
City497,City345,220
City945,City293,990
City666,City598,499
City172,City995,155
City62,City210,440
City297,City447,186
City795,City654,258
City568,City370,24
City255,City649,32
City537,City20,693
City526,City694,175
City467,City921,414
City952,City592,525
City140,City821,76
City216,City432,984
City369,City785,744
City627,City984,935
City390,City508,674
City85,City703,3
City792,City864,295
City768,City884,73
City763,City499,350
City9,City671,937
City552,City477,871
City353,City710,624
City898,City516,114
City966,City511,736
City898,City691,494
City927,City651,788
City250,City940,932
City125,City344,989
City581,City756,815
City155,City398,441
City607,City334,856
City379,City41,577
City840,City851,100
City843,City961,90
City557,City328,525
City382,City768,439
City571,City708,409
City176,City869,204
City117,City682,445
City482,City329,890
City204,City770,694
City777,City712,588
City370,City350,435
City773,City105,890
City287,City308,768
City264,City552,412
City815,City670,610
City991,City502,940
City568,City401,767
City619,City613,339
City831,City60,906
City845,City605,561
City336,City671,267
City902,City797,137
City718,City479,427
City486,City926,75
City445,City530,694
City909,City106,706
City331,City338,128
City377,City824,917
City348,City318,620
City567,City82,441
City850,City908,122
City149,City98,792
City943,City527,136
City24,City381,228
City142,City381,710
City833,City563,74
City938,City516,911
City944,City882,239
City733,City782,680
City668,City217,502
City795,City915,312
City13,City701,521
City311,City852,907
City191,City35,550
City991,City429,475
City500,City866,564
City85,City637,115
City693,City411,379
City368,City859,712
City656,City193,398
City610,City933,53
City963,City57,872
City185,City267,393
City836,City634,643
City362,City655,705
City841,City305,501
City401,City432,910
City751,City120,953
City628,City99,941
City857,City833,106
City727,City897,856
City370,City280,752
City883,City338,444
City686,City80,134
City699,City390,216
City676,City295,559
City878,City176,580
City649,City72,827
City288,City328,164
City998,City263,904
City433,City9,529
City167,City653,294
City285,City293,792
City247,City348,656
City541,City112,112
City973,City673,808
City858,City919,724
City351,City79,494
City155,City749,896
City483,City739,285
City219,City87,320
City388,City98,112
City986,City629,362
City655,City839,215
City110,City327,252
City578,City125,475
City92,City151,682
City736,City852,978
City121,City574,306
City702,City851,286
City401,City355,907
City689,City29,74
City328,City452,949
City575,City111,696
City362,City693,901
City557,City2,312
City974,City959,649
City468,City549,657
City837,City123,1000
City381,City45,851
City437,City421,320
City588,City128,242
City43,City424,69
City894,City18,626
City26,City710,401
City78,City212,369
City393,City584,459
City605,City869,780
City217,City956,720
City529,City621,345
City269,City175,801
City469,City425,564
City246,City998,884
City275,City682,277
City629,City752,884
City526,City80,785
City744,City96,6
City530,City367,294
City959,City36,627
City581,City930,137
City364,City772,338
City982,City547,893
City623,City780,597
City90,City904,375
City330,City473,984
City514,City946,33
City665,City886,565
City881,City592,609
City422,City176,987
City213,City547,924
City554,City904,955
City918,City544,163
City756,City852,888
City700,City936,335
City987,City262,517
City481,City228,118
City937,City700,757
City548,City622,31
City465,City386,64
City909,City442,60
City91,City118,412
City62,City183,506
City281,City909,785
City361,City953,149
City591,City192,125
City618,City47,127
City536,City931,389
City310,City884,400
City477,City916,742
City170,City987,557
City299,City468,905
City88,City500,335
City245,City426,610
City561,City332,514
City688,City137,899
City575,City340,267
City175,City494,211
City200,City485,718
City356,City779,320
City798,City108,692
City838,City863,656
City513,City890,220
City155,City902,973
City533,City192,499
City739,City585,650
City412,City366,482
City297,City369,317
City520,City964,396
City408,City203,244
City747,City534,367
City597,City741,871
City540,City104,379
City610,City764,390
City185,City252,325
City456,City430,692
City133,City472,473
City33,City401,480
City371,City773,772
City105,City459,19
City83,City80,978
City500,City353,642
City625,City610,471
City595,City782,241
City273,City850,886
City397,City571,269
City802,City684,575
City600,City943,589
City74,City472,638
City867,City725,317
City73,City717,783
City646,City937,789
City969,City812,460
City831,City116,163
City591,City693,297
City587,City894,529
City531,City853,867
City888,City103,967
City236,City687,518
City273,City455,178
City368,City813,500
City535,City609,711
City932,City350,929
City403,City14,958
City807,City449,305
City335,City313,441
City715,City109,599
City876,City259,903
City928,City90,367
City929,City272,657
City810,City724,883
City986,City622,884
City754,City719,371
City553,City964,909
City578,City885,905
City231,City95,210
City425,City832,114
City873,City490,5
City375,City161,896
City869,City289,67
City815,City757,605
City878,City173,92
City906,City507,3
City352,City983,471
City777,City844,885
City504,City905,671
City204,City374,987
City233,City33,312
City16,City404,252
City200,City155,309
City247,City964,241
City198,City179,362
City185,City521,429
City111,City455,498
City342,City484,690
City594,City64,677
City45,City36,299
City903,City915,910
City904,City790,147
City574,City469,648
City731,City702,751
City130,City361,254
City773,City612,786
City819,City682,938
City499,City268,491
City996,City398,216
City354,City252,451
City888,City220,540
City512,City759,31
City245,City134,445
City596,City551,276
City769,City99,257
City507,City889,253
City588,City345,146
City147,City755,168
City757,City11,636
City644,City353,231
City238,City561,734
City23,City765,338
City364,City222,189
City411,City863,661
City100,City513,93
City818,City670,176
City959,City978,878
City13,City665,964
City750,City662,488
City426,City963,104
City767,City206,702
City862,City423,521
City811,City758,872
City129,City269,227
City699,City766,837
City362,City444,484
City287,City190,653
City156,City702,369
City612,City404,399
City839,City7,687
City404,City331,972
City977,City722,275
City316,City44,21
City517,City924,586
City23,City156,708
City491,City455,36
City356,City847,228
City622,City123,971
City85,City464,838
City832,City790,260
City650,City826,97
City216,City350,348
City942,City422,399
City52,City54,784
City951,City377,907
City887,City392,876
City635,City953,174
City575,City346,794
City292,City274,602
City425,City59,339
City840,City138,145
City505,City383,644
City132,City571,693
City270,City684,54
City644,City789,91
City322,City599,386
City805,City247,671
City619,City465,229
City898,City173,302
City602,City511,469
City473,City551,135
City82,City766,658
City26,City443,907
City795,City445,541
City493,City966,253
City467,City206,28
City281,City228,117
City195,City84,685
City455,City115,226
City620,City80,693
City386,City688,284
City628,City536,342
City802,City616,486
City255,City426,98
City118,City69,915
City564,City891,420
City361,City261,412
City121,City814,406
City543,City233,712
City477,City368,934
City121,City707,414
City419,City123,717
City669,City276,844
City231,City333,305
City946,City360,135
City841,City104,19
City123,City363,521
City82,City285,627
City300,City252,20
City187,City528,828
City938,City316,648
City611,City105,317
City448,City812,921
City39,City972,403
City31,City645,971
City414,City18,393
City975,City116,531
City634,City762,913
City51,City940,526
City185,City869,862
City246,City763,831
City760,City726,724
City651,City709,447
City226,City748,333
City574,City488,470
City584,City499,180
City324,City89,534
City582,City212,596
City920,City833,363
City164,City619,79
City717,City593,79
City386,City814,632
City226,City588,618
City381,City580,504
City126,City172,236
City937,City401,485
City994,City360,282
City998,City697,251
City175,City794,576
City745,City527,711
City934,City210,445
City534,City312,91
City921,City827,57
City351,City733,476
City625,City206,169
City439,City115,274
City794,City536,6
City711,City824,549
City350,City25,311
City5,City246,688
City789,City90,268
City59,City30,961
City517,City100,62
City74,City560,950
City489,City876,88
City898,City272,288
City860,City376,64
City776,City333,525
City600,City251,635
City153,City660,798
City188,City982,825
City413,City266,533
City92,City279,136
City235,City292,702
City681,City585,305
City821,City157,497
City303,City741,656
City612,City995,936
City25,City216,928
City39,City588,535
City511,City583,988
City467,City545,629
City1,City597,705
City299,City394,757
City979,City850,887
City795,City956,231
City685,City876,20
City275,City630,384
City799,City386,741
City136,City627,468
City308,City934,566
City618,City746,940
City328,City361,771
City454,City25,458
City125,City716,415
City242,City325,864
City653,City268,221
City150,City123,205
City298,City360,862
City600,City277,193
City317,City711,430
City889,City55,411
City328,City295,212
City235,City262,278
City160,City630,475
City833,City705,939
City978,City250,111
City959,City456,824
City710,City983,454
City917,City489,604
City679,City117,885
City216,City102,87
City789,City97,540
City614,City948,740
City333,City977,478
City236,City146,103
City780,City851,130
City315,City132,610
City635,City957,164
City711,City772,855
City82,City457,485
City338,City882,198
City643,City953,855
City769,City93,798
City246,City838,14
City165,City40,518
City666,City662,257
City664,City353,419
City449,City769,263
City824,City729,402
City717,City912,995
City239,City596,270
City843,City149,533
City689,City596,819
City896,City726,316
City309,City199,954
City53,City814,807
City403,City556,516
City749,City255,270
City888,City245,187
City22,City277,577
City447,City184,596
City98,City705,223
City4,City886,528
City853,City768,466
City599,City442,381
City351,City742,846
City914,City571,596
City906,City967,689
City301,City702,498
City660,City589,905
City645,City782,361
City806,City298,509
City169,City871,736
City998,City167,532
City910,City221,616
City313,City684,66
City859,City989,784
City670,City604,579
City303,City698,115
City387,City377,170
City146,City180,750
City857,City486,906
City906,City329,200
City297,City526,313
City784,City942,51
City720,City966,259
City907,City855,688
City314,City235,275
City277,City90,65
City381,City690,163
City458,City902,504
City878,City296,226
City852,City159,877
City602,City98,696
City948,City601,69
City609,City212,573
City577,City510,406
City140,City1,165
City26,City156,887
City170,City73,223
City711,City395,574
City403,City189,588
City949,City531,460
City319,City456,904
City829,City474,8
City303,City136,512
City665,City555,623
City360,City95,441
City816,City851,258
City286,City584,536
City138,City157,146
City593,City115,335
City987,City784,329
City628,City28,552
City117,City757,600
City326,City710,865
City934,City553,106
City944,City801,756
City798,City755,977
City917,City903,678
City909,City91,211
City593,City484,885
City20,City191,708
City544,City29,145
City724,City62,500
City669,City440,874
City424,City161,465
City137,City907,79
City542,City181,863
City663,City818,147
City857,City332,96
City476,City102,623
City54,City759,118
City634,City601,966
City422,City126,182
City249,City873,952
City949,City468,191
City197,City967,279
City887,City522,116
City57,City61,441
City49,City688,335
City179,City678,240
City241,City36,190
City286,City400,119
City95,City87,780
City559,City762,186
City94,City360,284
City86,City761,600
City27,City609,413
City549,City421,631
City646,City299,49
City755,City187,218
City745,City117,939
City154,City335,24
City450,City852,396
City398,City112,631
City983,City475,571
City500,City299,371
City259,City494,362
City505,City323,105
City453,City213,791
City846,City253,240
City553,City488,500
City863,City926,910
City685,City202,405
City357,City386,232
City120,City186,420
City57,City716,871
City337,City876,440
City482,City557,20
City386,City287,422
City877,City962,692
City932,City289,812
City795,City848,819
City580,City768,440
City598,City366,400
City303,City130,154
City560,City314,235
City932,City463,703
City262,City418,769
City233,City568,54
City505,City702,108
City219,City667,801
City377,City245,891
City379,City638,193
City485,City501,243
City363,City954,440
City717,City527,803
City573,City262,623
City646,City921,495
City328,City2,742
City824,City268,960
City187,City316,698
City453,City333,250
City287,City798,768
City272,City551,890
City217,City207,69
City629,City224,767
City390,City592,424
City390,City870,215
City242,City336,423
City293,City409,748
City666,City527,814
City920,City604,252
City93,City51,867
City256,City494,894
City796,City632,897
City183,City530,704
City297,City57,667
City669,City72,742
City393,City650,372
City396,City594,118
City359,City147,458
City193,City871,829
City116,City379,927
City92,City927,910
City349,City236,311
City614,City82,191
City548,City53,128
City689,City614,295
City120,City551,513
City781,City188,247
City557,City562,976
City863,City277,922
City501,City688,449
City36,City639,989
City132,City782,284
City676,City984,692
City172,City831,292
City815,City919,824
City267,City983,167
City425,City38,776
City930,City165,952
City102,City814,517
City266,City958,164
City534,City712,194
City899,City43,9
City57,City387,570
City910,City249,418
City555,City435,16
City364,City566,15
City569,City178,243
City626,City779,470
City609,City146,290
City617,City340,322
City839,City496,353
City981,City670,928
City596,City946,595
City678,City185,160
City231,City709,224
City702,City193,381
City161,City436,588
City105,City295,215
City661,City54,323
City264,City868,332
City669,City524,655
City672,City850,192
City918,City29,447
City407,City736,679
City193,City785,446
City580,City171,638
City101,City848,127
City331,City557,822
City142,City909,981
City752,City556,195
City296,City807,987
City544,City624,254
City218,City909,317
City545,City689,285
City140,City338,733
City141,City770,646
City425,City506,448
City76,City906,295
City999,City652,556
City669,City264,206
City102,City580,243
City444,City162,51
City13,City1,782
City94,City35,464
City388,City382,186
City530,City928,824
City545,City981,964
City544,City409,30
City221,City279,476
City211,City609,971
City583,City723,988
City702,City782,358
City113,City897,498
City737,City925,120
City640,City977,865
City825,City873,95
City742,City307,71
City200,City564,664
City305,City412,199
City314,City721,740
City527,City39,696
City688,City762,762
City944,City915,938
City563,City756,132
City708,City365,450
City724,City556,274
City217,City433,727
City224,City615,790
City118,City928,667
City868,City403,508
City331,City597,529
City965,City146,859
City542,City322,78
City391,City168,26
City739,City470,681
City150,City376,426
City259,City54,29
City658,City331,59
City689,City363,35
City807,City520,80
City69,City691,844
City922,City731,605
City423,City651,581
City526,City28,546
City552,City858,323
City653,City252,594
City439,City405,520
City886,City174,987
City779,City891,916
City672,City538,341
City716,City523,57
City950,City965,403
City304,City301,788
City116,City68,177
City932,City47,830
City881,City668,125
City55,City573,194
City893,City437,254
City357,City20,477
City410,City592,852
City613,City445,530
City193,City813,791
City762,City260,689
City98,City866,24
City679,City359,986
City631,City86,44
City29,City942,268
City358,City774,114
City736,City225,14
City642,City357,639
City108,City50,99
City270,City653,978
City807,City286,221
City543,City225,921
City415,City10,481
City210,City305,609
City622,City31,871
City43,City323,357
City959,City728,439
City729,City687,598
City628,City713,14
City246,City522,636
City202,City636,44
City289,City470,157
City860,City259,516
City367,City137,998
City73,City232,795
City341,City516,483
City327,City779,576
City776,City55,456
City729,City1,356
City893,City881,281
City995,City41,337
City696,City730,168
City112,City799,936
City850,City459,846
City702,City234,441
City462,City926,341
City322,City680,134
City882,City731,363
City641,City289,561
City509,City234,404
City672,City529,726
City682,City814,175
City573,City986,329
City665,City317,269
City241,City601,851
City728,City38,24
City267,City657,466
City457,City582,988
City942,City142,465
City615,City931,715
City306,City511,129
City913,City81,212
City162,City858,438
City542,City66,132
City547,City106,706
City43,City784,660
City917,City587,94
City908,City755,431
City921,City508,351
City803,City504,904
City143,City722,534
City855,City369,74
City586,City674,3
City263,City900,370
City224,City179,475
City323,City775,968
City478,City167,168
City799,City951,989
City79,City846,497
City622,City38,144
City573,City847,486
City179,City329,836
City589,City929,510
City543,City354,538
City978,City442,201
City115,City768,327
City461,City48,182
City362,City715,418
City252,City810,974
City816,City544,897
City24,City694,90
City258,City961,715
City9,City314,255
City396,City889,647
City763,City118,162
City581,City659,737
City330,City352,470
City979,City952,524
