source,destination,distance
City521,City985,133
City565,City346,661
City553,City65,792
City885,City582,990
City618,City484,110
City602,City48,718
City253,City274,4
City405,City633,123
City770,City512,726
City69,City336,520
City375,City181,377
City974,City745,242
City109,City836,504
City303,City545,246
City663,City882,565
City444,City314,910
City353,City700,11
City805,City317,980
City992,City866,27
City509,City518,18
City627,City67,492
City10,City483,384
City758,City588,865
City145,City803,843
City975,City465,574
City222,City913,553
City550,City450,429
City393,City338,679
City832,City759,853
City100,City809,718
City769,City911,220
City171,City75,821
City174,City273,523
City863,City744,764
City519,City397,850
City914,City475,445
City693,City526,391
City764,City772,830
City12,City597,72
City508,City628,887
City767,City993,709
City760,City193,741
City850,City936,902
City68,City959,728
City527,City474,774
City889,City847,79
City707,City569,294
City622,City544,753
City835,City159,654
City218,City498,972
City361,City29,201
City993,City422,825
City123,City300,483
City55,City496,108
City923,City418,858
City583,City846,739
City915,City315,721
City424,City232,477
City974,City844,796
City920,City819,698
City634,City558,55
City51,City92,746
City375,City615,665
City221,City12,832
City462,City47,373
City922,City436,910
City761,City622,561
City586,City353,670
City654,City849,310
City435,City645,470
City719,City266,772
City611,City716,253
City850,City72,492
City165,City205,620
City311,City109,126
City288,City41,354
City682,City243,540
City279,City125,920
City552,City141,429
City524,City322,792
City240,City595,311
City852,City819,562
City291,City22,169
City823,City930,71
City828,City908,585
City931,City307,811
City690,City544,991
City499,City291,322
City411,City593,610
City675,City88,210
City743,City864,299
City652,City238,622
City652,City669,919
City707,City532,411
City396,City98,297
City954,City958,678
City888,City92,604
City239,City113,930
City538,City739,896
City457,City74,955
City133,City704,745
City606,City769,485
City552,City724,795
City216,City549,856
City342,City856,822
City537,City889,121
City362,City154,636
City758,City300,580
City113,City51,348
City269,City758,276
City884,City898,542
City161,City812,288
City366,City459,50
City752,City603,320
City98,City665,902
City402,City525,256
City344,City341,785
City562,City376,935
City877,City714,118
City843,City215,549
City731,City150,412
City411,City815,522
City460,City536,151
City384,City863,400
City185,City232,328
City146,City293,965
City420,City443,442
City828,City391,435
City657,City26,484
City861,City986,965
City510,City775,418
City131,City431,226
City350,City631,628
City363,City374,858
City188,City504,472
City21,City924,798
City584,City21,248
City167,City346,223
City351,City393,12
City595,City883,465
City354,City486,212
City119,City543,447
City57,City219,508
City99,City290,117
City313,City491,860
City810,City326,115
City338,City298,236
City566,City164,23
City92,City525,383
City968,City636,518
City321,City259,842
City385,City751,33
City910,City750,141
City98,City216,330
City896,City762,315
City849,City308,388
City789,City149,478
City450,City59,572
City213,City319,918
City72,City569,91
City492,City47,952
City358,City693,515
City169,City64,939
City492,City695,636
City708,City529,988
City661,City888,334
City815,City865,81
City679,City411,802
City499,City219,870
City347,City306,380
City611,City760,666
City442,City164,918
City640,City799,111
City913,City675,453
City243,City100,45
City276,City48,115
City652,City784,809
City365,City799,326
City431,City822,463
City103,City763,712
City413,City750,527
City417,City842,515
City113,City527,14
City962,City373,944
City664,City566,374
City807,City487,326
City113,City344,739
City249,City463,405
City331,City358,613
City33,City716,149
City409,City225,858
City585,City842,51
City198,City686,612
City102,City620,71
City679,City753,552
City185,City812,408
City629,City332,572
City152,City241,303
City852,City4,296
City130,City144,472
City820,City327,771
City562,City302,266
City704,City361,564
City248,City65,982
City910,City203,321
City263,City358,843
City280,City130,108
City249,City531,167
City571,City421,893
City54,City260,895
City262,City47,460
City82,City245,656
City389,City84,5
City49,City38,419
City514,City363,456
City218,City79,511
City62,City672,758
City500,City303,146
City619,City520,516
City534,City245,143
City240,City592,25
City274,City553,562
City228,City918,770
City604,City973,469
City930,City628,742
City634,City653,655
City245,City734,876
City901,City659,671
City371,City514,55
City400,City96,184
City176,City100,19
City770,City278,804
City326,City780,884
City16,City146,806
City116,City114,755
City639,City118,862
City89,City502,279
City845,City469,556
City802,City601,572
City870,City453,339
City283,City558,339
City176,City887,136
City393,City738,247
City834,City551,539
City737,City117,46
City996,City309,73
City160,City19,370
City972,City736,99
City227,City354,719
City701,City518,561
City240,City837,57
City4,City729,471
City841,City831,382
City488,City680,754
City228,City337,418
City694,City950,22
City692,City308,544
City709,City898,501
City606,City90,236
City260,City647,104
City532,City272,404
City257,City734,21
City447,City830,108
City202,City369,554
City333,City582,756
City40,City106,364
City890,City870,517
City781,City464,745
City246,City868,563
City631,City715,596
City493,City636,875
City678,City436,412
City575,City487,528
City88,City581,430
City558,City315,619
City380,City909,260
City500,City382,306
City17,City463,466
City113,City670,972
City102,City156,352
City366,City831,318
City688,City965,474
City718,City485,96
City385,City288,359
City617,City385,972
City990,City123,247
City374,City441,410
City507,City433,754
City942,City852,408
City134,City414,723
City643,City442,501
City404,City346,649
City52,City575,697
City539,City180,477
City600,City584,373
City622,City846,386
City120,City487,930
City151,City878,664
City357,City53,451
City252,City863,825
City475,City418,388
City944,City159,992
City59,City198,931
City975,City923,861
City143,City929,354
City749,City1000,471
City28,City170,955
City919,City404,587
City685,City467,178
City959,City954,677
City417,City986,128
City262,City692,157
City87,City262,292
City203,City903,381
City864,City15,430
City784,City834,987
City380,City791,506
City84,City117,620
City681,City369,243
City94,City716,82
City381,City179,659
City294,City497,620
City117,City820,617
City618,City146,107
City780,City374,29
City581,City740,286
City427,City30,207
City716,City660,666
City772,City464,453
City693,City420,334
City144,City932,11
City738,City273,968
City433,City640,149
City275,City666,224
City729,City779,478
City446,City44,179
City349,City616,202
City353,City259,576
City239,City386,876
City81,City740,481
City828,City207,736
City791,City709,231
City22,City573,22
City29,City7,717
City197,City749,12
City702,City521,681
City307,City621,270
City321,City803,752
City173,City816,125
City463,City895,899
City529,City836,119
City493,City698,473
City233,City373,23
City712,City891,361
City351,City397,886
City764,City144,912
City225,City458,613
City295,City906,933
City449,City897,281
City496,City76,620
City124,City776,985
City968,City97,27
City881,City509,635
City520,City88,950
City915,City542,385
City921,City362,233
City929,City446,313
City207,City653,677
City846,City520,777
City309,City291,652
City655,City367,348
City790,City184,505
City301,City238,97
City606,City662,909
City708,City962,508
City577,City202,188
City589,City120,467
City420,City695,10
City666,City964,149
City15,City431,90
City490,City963,765
City896,City937,212
City241,City578,918
City858,City270,399
City56,City281,816
City86,City580,730
City233,City142,257
City973,City133,671
City69,City830,123
City181,City622,548
City305,City758,25
City84,City787,635
City457,City964,503
City83,City12,916
City536,City714,32
City679,City156,112
City29,City694,604
City822,City407,254
City841,City988,779
City776,City245,526
City427,City438,845
City589,City296,134
City497,City641,739
City439,City812,348
City728,City199,679
City778,City679,199
City893,City749,872
City574,City906,100
City66,City98,573
City179,City105,838
City271,City927,474
City949,City286,248
City500,City829,115
City976,City380,54
City373,City338,212
City681,City375,844
City538,City126,717
City287,City281,877
City190,City709,254
City622,City94,770
City145,City532,83
City306,City366,405
City650,City578,287
City541,City998,315
City1000,City799,100
City34,City374,277
City349,City827,829
City655,City561,651
City708,City951,628
City524,City919,693
City976,City387,169
City575,City199,845
City76,City656,171
City288,City447,633
City293,City311,210
City734,City790,133
City673,City871,788
City379,City107,742
City21,City948,262
City992,City241,93
City40,City316,895
City898,City452,425
City191,City316,496
City901,City199,703
City367,City319,428
City167,City488,486
City231,City954,329
City723,City985,816
City865,City656,708
City248,City777,668
City184,City717,310
City63,City7,525
City911,City960,470
City57,City957,182
City392,City608,291
City970,City776,383
City995,City596,195
City395,City731,973
City375,City783,250
City169,City412,233
City243,City55,310
City310,City565,249
City132,City750,548
City374,City160,842
City784,City503,827
City178,City191,895
City92,City955,202
City403,City429,846
City425,City176,635
City531,City324,340
City592,City732,455
City709,City6,46
City328,City806,481
City634,City640,456
City698,City915,292
City261,City52,151
City600,City48,501
City856,City391,992
City827,City229,961
City402,City768,121
City840,City590,923
City125,City137,346
City292,City185,276
City11,City900,37
City496,City387,95
City678,City879,356
City215,City37,240
City138,City702,617
City895,City990,888
City44,City605,374
City714,City699,517
City474,City939,159
City997,City602,29
City161,City461,964
City592,City355,487
City481,City524,745
City202,City383,32
City757,City29,849
City500,City842,701
City778,City471,665
City619,City456,302
City591,City877,933
City10,City928,79
City50,City972,924
City582,City644,768
City647,City417,776
City859,City503,220
City562,City179,726
City282,City513,442
City416,City22,423
City493,City398,646
City684,City663,224
City285,City762,317
City674,City812,404
City222,City285,244
City999,City265,38
City106,City130,603
City580,City199,930
City227,City587,123
City902,City652,749
City462,City154,391
City32,City234,711
City234,City571,688
City686,City792,466
City166,City933,182
City57,City850,555
City712,City564,366
City581,City350,829
City584,City27,246
City343,City916,356
City423,City727,384
City670,City343,331
City788,City427,34
City147,City476,117
City711,City459,883
City649,City432,314
City837,City233,679
City477,City194,172
City400,City965,602
City664,City999,31
City137,City904,534
City930,City769,584
City434,City771,278
City629,City235,268
City930,City570,430
City971,City326,108
City817,City742,137
City519,City907,405
City944,City722,565
City264,City666,558
City921,City535,271
City196,City741,608
City845,City812,884
City523,City278,529
City786,City290,633
City193,City417,492
City107,City403,333
City641,City442,833
City272,City375,134
City725,City650,26
City812,City152,121
City667,City961,253
City345,City647,279
City925,City441,976
City639,City491,490
City49,City851,583
City132,City107,526
City296,City878,941
City531,City482,490
City640,City463,600
City355,City336,44
City531,City379,670
City610,City208,518
City218,City964,919
City197,City910,125
City23,City439,102
City837,City488,795
City964,City948,497
City682,City720,865
City535,City196,956
City983,City247,330
City997,City901,834
City60,City877,112
City263,City878,366
City712,City351,691
City801,City356,642
City310,City165,578
City855,City1,91
City119,City648,661
City605,City239,971
City60,City367,970
City957,City70,765
City44,City282,670
City972,City614,360
City960,City806,782
City609,City721,837
City224,City286,899
City536,City567,936
City636,City915,301
City994,City914,312
City946,City107,509
City260,City292,328
City296,City757,412
City758,City798,391
City953,City53,973
City486,City27,424
City266,City709,622
City776,City409,541
City504,City456,926
City481,City577,948
City565,City910,758
City483,City434,760
City594,City419,430
City632,City882,539
City175,City402,755
City339,City931,362
City571,City632,713
City118,City584,893
City76,City599,480
City651,City796,73
City271,City904,867
City746,City359,542
City385,City983,567
City858,City76,290
City426,City637,287
City80,City986,47
City958,City47,457
City543,City427,52
City748,City367,744
City498,City341,780
City898,City831,307
City556,City519,976
City600,City664,972
City557,City742,825
City357,City767,895
City935,City345,318
City161,City932,896
City319,City610,366
City797,City131,573
City444,City298,171
City984,City992,981
City70,City209,634
City789,City461,909
City46,City600,542
City909,City348,389
City348,City830,997
City456,City968,707
City989,City280,401
City97,City372,217
City966,City583,238
City806,City204,736
City178,City783,4
City566,City376,258
City331,City524,875
City689,City149,624
City239,City952,636
City963,City316,922
City890,City758,64
City71,City142,596
City578,City484,50
City670,City890,703
City619,City951,719
City605,City107,316
City657,City305,505
City759,City61,403
City383,City769,806
City3,City379,617
City120,City369,207
City30,City615,883
City92,City580,935
City546,City659,359
City997,City449,268
City505,City218,698
City591,City801,440
City927,City400,683
City253,City226,424
City973,City221,218
City718,City861,788
City906,City284,965
City8,City672,902
City1000,City980,367
City61,City244,890
City465,City554,764
City296,City460,582
City504,City955,591
City662,City251,73
City634,City636,537
City56,City488,720
City627,City364,874
City261,City249,846
City792,City592,378
City104,City318,428
City635,City196,298
City129,City74,444
City374,City466,389
City941,City830,141
City548,City685,727
City798,City992,547
City209,City805,510
City789,City315,550
City764,City308,650
City879,City415,229
City461,City771,775
City953,City72,261
City799,City515,939
City993,City228,809
City815,City12,306
City460,City716,187
City286,City378,650
City697,City667,819
City290,City651,460
City872,City183,765
City299,City631,111
City935,City212,291
City56,City66,177
City457,City57,669
City42,City637,910
City716,City120,811
City39,City176,303
City657,City222,617
City910,City665,907
City871,City52,453
City525,City720,161
City355,City407,540
City102,City272,325
City173,City58,385
City338,City146,769
City364,City136,587
City131,City885,250
City214,City895,948
City241,City648,786
City324,City9,719
City184,City343,736
City132,City78,405
City355,City646,361
City867,City436,361
City126,City903,635
City430,City239,474
City680,City652,975
City415,City955,804
City362,City960,776
City810,City452,975
City770,City495,357
City626,City539,924
City677,City184,157
City185,City586,752
City192,City651,410
City112,City497,363
City295,City643,27
City755,City31,852
City940,City84,445
City63,City742,492
City104,City479,585
City907,City309,514
City770,City396,939
City952,City898,872
City803,City178,590
City589,City746,624
City374,City590,701
City755,City59,277
City56,City305,402
City820,City299,398
City680,City880,33
City423,City281,646
City358,City202,306
City464,City252,290
City646,City72,66
City951,City576,453
City114,City930,927
City331,City261,942
City743,City405,646
City633,City193,653
City40,City346,889
City276,City780,492
City40,City878,2
City256,City998,588
City716,City282,365
City141,City522,258
City917,City958,757
City875,City911,150
City532,City288,649
City767,City844,529
City453,City110,88
City229,City190,292
City893,City810,808
City333,City23,31
City498,City45,886
City299,City195,890
City199,City943,702
City109,City880,254
City36,City834,356
City317,City765,503
City287,City756,42
City754,City911,796
City226,City930,263
City827,City782,727
City17,City35,259
City478,City582,802
City836,City365,861
City114,City26,613
City535,City55,177
City509,City387,385
City39,City754,675
City727,City932,852
City921,City468,433
City204,City311,726
City847,City786,306
City456,City380,612
City490,City554,468
City736,City57,839
City354,City914,565
City868,City674,265
City20,City152,204
City51,City947,646
City103,City961,771
City583,City808,982
City672,City61,557
City584,City535,499
City858,City481,4
City744,City791,32
City165,City178,308
City608,City23,590
City802,City82,739
City774,City448,198
City28,City876,470
City493,City911,843
City210,City482,807
City276,City901,743
City157,City718,848
City475,City281,759
City992,City705,175
City767,City491,716
City712,City76,934
City398,City860,119
City662,City872,273
City637,City783,556
City443,City858,227
City430,City632,408
City954,City697,246
City926,City235,597
City940,City500,557
City606,City754,626
City76,City41,318
City887,City619,535
City811,City239,370
City764,City431,166
City364,City353,226
City658,City296,781
City663,City413,442
City799,City254,244
City210,City362,1000
City692,City922,167
City906,City795,362
City710,City123,618
City165,City330,809
City390,City586,203
City11,City521,984
City77,City605,291
City831,City870,64
City800,City366,589
City957,City499,375
City926,City374,136
City683,City538,18
City142,City403,803
City251,City459,20
City300,City926,626
City518,City167,622
City248,City377,977
City252,City957,461
City776,City319,629
City517,City652,325
City534,City70,315
City67,City219,537
City703,City367,119
City235,City346,383
City518,City974,418
City125,City189,382
City679,City562,922
City602,City936,28
City406,City676,710
City101,City30,943
City377,City681,289
City588,City502,132
City180,City249,914
City453,City233,911
City368,City27,134
City790,City918,691
City322,City47,934
City643,City562,773
City368,City606,458
City617,City741,132
City143,City393,630
City349,City961,213
City747,City723,406
City505,City160,954
City840,City595,1
City472,City749,955
City77,City636,721
City781,City486,136
City220,City312,341
City976,City240,474
City228,City592,440
City262,City64,268
City165,City549,300
City219,City898,966
City697,City33,79
City99,City385,168
City516,City682,971
City251,City699,36
City288,City590,799
City245,City612,453
City604,City929,48
City287,City124,272
City789,City718,544
City77,City971,998
City720,City377,807
City1000,City777,422
City707,City587,909
City715,City711,21
City209,City916,693
City563,City615,730
City490,City475,180
City54,City208,738
City180,City245,201
City903,City937,977
City47,City219,563
City837,City110,107
City97,City290,810
City355,City101,138
City413,City273,46
City176,City32,739
City615,City370,955
City950,City397,645
City760,City341,877
City516,City42,642
City444,City148,387
City916,City528,230
City170,City869,828
City738,City292,910
City865,City180,833
City737,City823,718
City703,City947,331
City538,City796,708
City450,City954,356
City172,City420,742
City795,City716,532
City281,City740,726
City772,City849,632
City994,City117,577
City523,City311,707
City148,City496,42
City183,City144,124
City621,City311,709
City176,City543,488
City33,City952,780
City99,City145,272
City769,City141,718
City647,City550,281
City833,City915,200
City264,City196,324
City770,City329,463
City429,City903,475
City660,City156,767
City735,City232,507
City956,City114,974
City367,City711,976
City857,City14,940
City621,City293,581
City47,City380,547
City71,City201,339
City463,City146,755
City149,City256,796
City885,City943,220
City907,City620,983
City349,City729,214
City333,City220,566
City955,City949,808
City960,City218,261
City427,City293,437
City746,City826,889
City2,City255,727
City91,City918,861
City124,City489,568
City62,City949,573
City104,City906,251
City303,City34,53
City313,City257,339
City248,City333,122
City518,City852,276
City490,City76,925
City866,City44,134
City571,City398,785
City488,City939,502
City377,City523,876
City883,City909,919
City814,City75,312
City292,City549,167
City228,City251,476
City537,City640,486
City587,City164,663
City632,City835,872
City388,City10,200
City392,City265,187
City941,City434,991
City572,City422,682
City736,City733,990
City299,City168,423
City25,City436,338
City391,City964,802
City599,City668,945
City911,City561,741
City406,City215,861
City282,City261,859
City495,City325,462
City21,City632,268
City24,City134,666
City935,City870,23
City188,City728,838
City754,City672,68
City630,City404,946
City820,City560,737
City500,City376,324
City132,City852,793
City499,City354,295
City1,City9,202
City374,City434,509
City275,City919,783
City627,City338,175
City715,City816,958
City754,City412,949
City961,City397,235
City884,City470,323
City59,City687,986
City572,City708,833
City657,City372,539
City116,City389,271
City728,City297,781
City474,City307,351
City600,City597,179
City538,City300,388
City549,City28,552
City445,City85,978
City274,City908,780
City229,City589,657
City823,City65,795
City595,City799,954
City211,City862,338
City874,City496,88
City414,City183,77
City698,City789,825
City336,City282,274
City745,City642,237
City550,City189,440
City961,City638,513
City458,City376,405
City951,City190,312
City730,City23,512
City665,City823,517
City396,City151,911
City203,City701,368
City294,City575,687
City735,City621,561
City369,City26,534
City551,City725,222
City349,City284,515
City560,City172,599
City134,City974,926
City8,City550,716
City368,City845,593
City955,City39,731
City30,City388,282
City984,City152,154
City517,City869,659
City693,City766,505
City910,City138,24
City377,City909,864
City922,City164,977
City581,City492,122
City558,City63,565
City316,City506,407
City795,City326,5
City560,City624,257
City929,City14,365
City590,City615,449
City374,City781,851
City608,City193,691
City774,City442,668
City938,City270,655
City403,City538,868
City197,City675,325
City305,City224,222
City753,City918,545
City979,City190,471
City679,City585,423
City834,City818,408
City885,City162,707
City788,City935,883
City602,City118,606
City185,City56,585
City853,City794,403
City230,City621,556
City768,City541,974
City276,City674,537
City10,City756,416
City894,City444,112
City453,City641,550
City94,City377,4
City552,City151,373
City100,City372,638
City652,City521,77
City572,City957,506
City256,City94,36
City803,City979,828
City128,City212,323
City110,City647,167
City82,City805,886
City293,City884,595
City117,City501,242
City504,City855,786
City648,City282,15
City952,City81,136
City310,City843,42
City131,City169,340
City84,City657,550
City50,City659,760
City471,City8,195
City892,City8,760
City531,City909,659
City492,City561,328
City795,City12,925
City431,City829,721
City114,City56,546
City61,City575,151
City33,City813,115
City97,City817,573
City407,City118,132
City454,City845,729
City384,City110,366
City528,City327,692
City442,City867,934
City998,City864,811
City978,City137,702
City424,City6,428
City2,City622,633
City178,City542,597
City117,City322,530
City156,City354,84
City292,City802,217
City99,City442,464
City245,City385,440
City334,City755,755
City157,City121,530
City651,City600,181
City237,City836,712
City741,City54,717
City73,City644,589
City5,City74,799
City782,City31,498
City145,City280,490
City467,City930,881
City424,City144,309
City471,City953,72
City69,City737,291
City316,City27,820
City360,City5,454
City818,City109,550
City104,City701,2
City513,City281,530
City226,City221,27
City552,City841,645
City449,City271,749
City716,City564,357
City2,City773,931
City595,City246,39
City910,City871,550
City148,City55,843
City323,City435,270
City2,City133,484
City544,City83,658
City137,City931,822
City458,City940,857
City803,City898,250
City878,City970,772
City151,City631,588
City127,City68,209
City953,City632,67
City459,City339,29
City59,City562,312
City74,City950,871
City765,City218,312
City334,City645,11
City51,City494,161
City694,City957,224
City417,City409,307
City238,City993,35
City727,City665,487
City452,City708,462
City776,City774,170
City47,City530,740
City565,City98,612
City502,City16,432
City730,City958,519
City692,City293,498
City762,City181,215
City790,City781,794
City12,City77,932
City425,City804,788
City44,City165,140
City779,City69,570
City885,City969,467
City605,City596,555
City220,City420,752
City984,City188,399
City835,City764,732
City706,City439,191
City25,City753,122
City802,City144,543
City404,City885,695
City186,City797,695
City919,City382,260
City219,City757,564
City770,City860,496
City375,City116,717
City445,City228,447
City751,City375,739
City110,City768,794
City742,City487,252
City438,City405,565
City771,City704,51
City350,City679,892
City936,City739,352
City983,City692,56
City333,City497,629
City258,City633,880
City29,City181,880
City607,City36,744
City373,City21,157
City864,City418,426
City151,City976,250
City717,City194,210
City246,City712,756
City104,City170,781
City552,City259,211
City474,City689,909
City600,City951,320
City482,City258,400
City248,City560,770
City846,City810,999
City597,City425,82
City19,City222,120
City365,City471,216
City216,City877,540
City646,City234,587
